,vehicle_measure,count,mean,std,min,25%,50%,75%,max,area_name,area_level,rcat,gdp,gdp_unit,gdp_growth,gdp_ratio,year_label,year,CPIH,CPI,Unemployment (%),average_weekly_earnings,av_weekly_earnings_change,unemployment_pct_change
4397,log_fdhgvr4_ratio,343.0,-7.0168453832167685,1.1226261845244527,-9.956933528241754,-7.737312498367407,-7.000941993708254,-6.275102186792459,-2.4207806577543143,nat,nuts1,BU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4398,log_fdlgv_ratio,370.0,-2.2754279125331696,0.2310349448517811,-3.0437611129816635,-2.4232738517925787,-2.274887714143832,-2.1300636379252182,-1.4889732299451055,nat,nuts1,BU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4399,log_fdpc_ratio,370.0,-5.049906938871493,1.045562623033899,-8.972780908927614,-5.705763884218142,-5.076155647124015,-4.44052593132816,-1.4390019628741268,nat,nuts1,BU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4400,fd2wmv,704.0,19.803977272727273,23.88298134267497,0.0,4.75,12.0,26.0,148.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4401,fdall_mv,704.0,2034.9460227272727,2020.8191190044213,5.0,715.75,1337.5,2690.25,14304.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4402,fdbus,704.0,18.178977272727273,29.262325796894203,0.0,3.0,8.0,22.0,270.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4403,fdcar,704.0,1702.2017045454545,1737.9991010732342,1.0,588.5,1096.5,2238.5,12389.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4404,fdhgv,704.0,46.02982954545455,55.7817374987346,0.0,15.0,29.0,54.0,435.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4405,fdhgva3,704.0,4.286931818181818,10.23841257898857,0.0,0.0,1.0,5.0,191.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4406,fdhgva5,704.0,2.321022727272727,6.176568495819599,0.0,0.0,0.0,2.0,49.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4407,fdhgva6,704.0,2.598011363636364,7.842441814989302,0.0,0.0,0.0,1.0,78.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4408,fdhgvr2,704.0,27.416193181818183,30.065718804361573,0.0,9.0,18.0,34.0,269.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4409,fdhgvr3,704.0,5.012784090909091,7.430176155389344,0.0,1.0,3.0,6.0,77.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4410,fdhgvr4,704.0,4.394886363636363,11.876810880321564,0.0,0.0,1.0,4.0,165.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4411,fdlgv,704.0,248.7315340909091,224.99639402813992,1.0,99.75,177.5,321.0,1549.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4412,fdpc,704.0,23.35511363636364,31.791757110707437,0.0,6.0,14.0,28.0,340.0,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4413,fd2wmv_ratio,704.0,0.010068490105093256,0.017866401550156574,0.0,0.004961585246206957,0.008033511456293494,0.01258669239192783,0.4444444444444444,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4414,fdbus_ratio,704.0,0.008716705058674458,0.009248717246887523,0.0,0.00242571522602788,0.0058982725555653814,0.012142397511864227,0.07557732680195943,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4415,fdcar_ratio,704.0,0.8147665156608184,0.06486364302222082,0.2,0.7880188464543383,0.8263516316136622,0.8561888213371358,0.9331456720619282,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4416,fdhgv_ratio,704.0,0.02959384662184367,0.03043825677829972,0.0,0.011656746199904129,0.020775782688766117,0.03600025962136274,0.3412969283276451,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4417,fdhgva3_ratio,704.0,0.003961892912198669,0.01454583087648936,0.0,0.0,0.0007436717392296174,0.0033096180897762466,0.32593856655290104,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4418,fdhgva5_ratio,704.0,0.001397891622935892,0.0036935284711314452,0.0,0.0,0.0,0.001160776699554213,0.04,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4419,fdhgva6_ratio,704.0,0.0014549042319034894,0.004085810616087577,0.0,0.0,0.0,0.0009538572005809826,0.04398625429553265,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4420,fdhgvr2_ratio,704.0,0.016642597634639086,0.013702503642878516,0.0,0.008062485787610044,0.013226087856266174,0.0209144673981088,0.16666666666666666,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4421,fdhgvr3_ratio,704.0,0.003637707193204707,0.007478454363993481,0.0,0.0006705829397782222,0.0019193875643211274,0.004096448016593209,0.125,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4422,fdhgvr4_ratio,704.0,0.0024988530269618395,0.006906788638061131,0.0,0.0,0.00043208255061398434,0.0023511634338087145,0.08333333333333333,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4423,fdlgv_ratio,704.0,0.13685444255357118,0.04691897639201188,0.051372273047149884,0.10783180679374448,0.12997622820919175,0.15789473684210525,0.8,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4424,fdpc_ratio,704.0,0.015722855704077873,0.01982097236341185,0.0,0.0044089885117163646,0.009916332010896749,0.019071815931446037,0.18181818181818185,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4425,log_fd2wmv,658.0,2.492093913188437,1.1198122805165391,0.0,1.791759469228055,2.5649493574615367,3.2958368660043287,4.997212273764115,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4426,log_fdall_mv,704.0,7.177115311095919,1.016498471413772,1.6094379124341005,6.573330760893986,7.1985568498938814,7.897381334089952,9.568294497413296,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4427,log_fdbus,613.0,2.351179331646873,1.1998907102648102,0.0,1.6094379124341005,2.302585092994046,3.258096538021482,5.598421958998375,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4428,log_fdcar,704.0,6.968192497829076,1.0718881253135937,0.0,6.377575842695714,6.999875968692773,7.713561202866174,9.42456426111574,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4429,log_fdhgv,701.0,3.3312406125982426,1.0223835886925314,0.0,2.7080502011022096,3.3672958299864737,3.9889840465642745,6.075346031088682,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4430,log_fdhgva3,430.0,1.3463833710004234,1.0423730146560592,0.0,0.6931471805599453,1.3862943611198906,2.0794415416798357,5.25227342804663,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4431,log_fdhgva5,304.0,1.002237560859656,1.038729178580703,0.0,0.0,0.6931471805599453,1.6094379124341005,3.8918202981106265,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4432,log_fdhgva6,261.0,1.1754067103373516,1.1440163724435612,0.0,0.0,1.0986122886681098,1.9459101490553128,4.356708826689592,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4433,log_fdhgvr2,699.0,2.861977696237824,0.9991315417467348,0.0,2.2499048351651334,2.8903717578961645,3.5408542930527878,5.594711379601837,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4434,log_fdhgvr3,577.0,1.3513423200070378,0.9283662505310326,0.0,0.6931471805599453,1.3862943611198906,1.9459101490553128,4.343805421853683,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4435,log_fdhgvr4,380.0,1.3402784874378066,1.1254018138799522,0.0,0.6931471805599453,1.0986122886681098,2.0794415416798357,5.105945473900579,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4436,log_fdlgv,704.0,5.144321390830641,0.9223884438225756,0.0,4.602657602024715,5.178966641432957,5.771441123130018,7.345364840416868,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4437,log_fdpc,666.0,2.646625944565526,1.0936851868806259,0.0,1.9459101490553128,2.7080502011022096,3.425789748779399,5.828945617610207,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4438,log_fd2wmv_ratio,658.0,-4.7911207736611345,0.676301740132602,-7.396335293800808,-5.156897714660671,-4.780872112937231,-4.324179392102326,-0.8109302162163288,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4439,log_fdbus_ratio,613.0,-5.005524927497545,0.9632496579581648,-8.399535147948004,-5.541263545158427,-4.923623917106626,-4.329514273940063,-2.5825989508056475,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4440,log_fdcar_ratio,704.0,-0.20892281326684453,0.09800980031811124,-1.6094379124341005,-0.2382332959607655,-0.19073490085474606,-0.15526434171993825,-0.06919395735129281,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4441,log_fdhgv_ratio,701.0,-3.8555740775028813,0.8080445532498955,-7.226209010100671,-4.449229286787767,-3.8688835127675283,-3.3218123524075898,-1.075002423028976,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4442,log_fdhgva3_ratio,430.0,-5.985837430374166,1.32282375027468,-9.134214981586693,-6.923074392468887,-6.052468263929392,-5.041530976847621,-1.1210463615303827,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4443,log_fdhgva5_ratio,304.0,-6.467894975000682,1.1887643304131028,-9.15324077993561,-7.293526671458061,-6.569120331780372,-5.675322773747308,-3.218875824868201,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4444,log_fdhgva6_ratio,261.0,-6.322963023489757,1.2759287284892409,-9.3581567466704,-7.257707677160043,-6.403574197934816,-5.416100402204419,-3.1238780962459214,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4445,log_fdhgvr2_ratio,699.0,-4.334061241450513,0.7099376845841551,-7.226209010100671,-4.8091624131936,-4.316747098311591,-3.8634163339008345,-1.791759469228055,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4446,log_fdhgvr3_ratio,577.0,-5.980936867721483,1.0096856793451685,-8.920255414908093,-6.626055278207903,-5.9847755589571845,-5.351858133476067,-2.0794415416798357,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4447,log_fdhgvr4_ratio,380.0,-6.153341442558213,1.1652119977327189,-8.99205997632796,-6.994964061275398,-6.210241371219755,-5.421363677242214,-2.4849066497880004,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4448,log_fdlgv_ratio,704.0,-2.032793920265282,0.28799029613288124,-2.9686566869487097,-2.227183079713101,-2.040403721901757,-1.8458266904983311,-0.2231435513142097,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4449,log_fdpc_ratio,666.0,-4.610581878954559,1.0618372728030303,-8.796792687674662,-5.2065108630259305,-4.5547254960906445,-3.917167344701298,-1.704748092238425,nat,nuts1,CR,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4450,fd2wmv,437.0,77.4233409610984,103.88837828180486,0.0,26.0,50.0,99.0,1333.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4451,fdall_mv,437.0,7335.681922196795,4668.319116487766,116.0,3781.0,6547.0,9895.0,25396.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4452,fdbus,437.0,112.36384439359269,180.05763061072986,0.0,26.0,72.0,131.0,2380.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4453,fdcar,437.0,6279.727688787187,4023.2133542760494,85.0,3289.0,5593.0,8479.0,21892.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4454,fdhgv,437.0,114.28375286041191,157.11886179207718,0.0,29.0,66.0,128.0,1605.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4455,fdhgva3,437.0,4.064073226544623,8.629771110859092,0.0,0.0,2.0,5.0,126.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4456,fdhgva5,437.0,6.610983981693363,32.95520546361113,0.0,0.0,1.0,3.0,617.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4457,fdhgva6,437.0,6.292906178489703,31.315738488581324,0.0,0.0,0.0,2.0,569.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4458,fdhgvr2,437.0,77.52173913043478,90.5724790040098,0.0,22.0,47.0,95.0,644.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4459,fdhgvr3,437.0,10.839816933638444,13.824156757580305,0.0,3.0,6.0,14.0,104.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4460,fdhgvr4,437.0,8.954233409610984,25.014449249530124,0.0,0.0,2.0,7.0,327.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4461,fdlgv,437.0,751.883295194508,512.7064074126254,25.0,364.0,658.0,1045.0,2857.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4462,fdpc,437.0,90.63386727688787,170.34399504691083,1.0,24.0,45.0,103.0,1932.0,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4463,fd2wmv_ratio,437.0,0.010005140098897093,0.010847233907235626,0.0,0.005287418655097614,0.00781616382679381,0.011895268474215842,0.16796875,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4464,fdbus_ratio,437.0,0.01715079680047531,0.03265837944347152,0.0,0.004567252797442339,0.00963855421686747,0.018718007487203,0.5070821529745042,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4465,fdcar_ratio,437.0,0.8555488199693688,0.05188338338939268,0.4050991501416431,0.8394495412844036,0.8633247997357337,0.8834418226200162,0.9654036243822076,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4466,fdhgv_ratio,437.0,0.014308087708818815,0.015219484007807132,0.0,0.006719184430027804,0.010309278350515464,0.01633069660627711,0.19719867305565794,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4467,fdhgva3_ratio,437.0,0.0005581698195209236,0.0012202474392118588,0.0,0.0,0.0002557544757033248,0.0005986999657885732,0.015481017323995575,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4468,fdhgva5_ratio,437.0,0.0007791840923509412,0.0040708433408103645,0.0,0.0,6.739906989283548e-05,0.0004486316733961418,0.07580783880083547,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4469,fdhgva6_ratio,437.0,0.0007292180337936017,0.0037668930346214436,0.0,0.0,0.0,0.00031022180859314417,0.0699103083916943,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4470,fdhgvr2_ratio,437.0,0.009843828174654104,0.0076404428733525594,0.0,0.005040476554146938,0.007779559356256309,0.012226899178192023,0.049359278595158984,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4471,fdhgvr3_ratio,437.0,0.0014445449259516338,0.0015339529983793168,0.0,0.0005065856129685917,0.0010299721907508497,0.00182370820668693,0.012632978723404254,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4472,fdhgvr4_ratio,437.0,0.0009531426625476186,0.0022377727605368226,0.0,0.0,0.0003115264797507789,0.0009144947416552356,0.026284060766819387,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4473,fdlgv_ratio,437.0,0.10298715542244008,0.02683157200848264,0.022240527182866558,0.08465608465608465,0.10186898593634344,0.11793916821849786,0.25,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4474,fdpc_ratio,437.0,0.01693841158735671,0.04929021301828492,0.0001893580761219466,0.0041548944656805715,0.007956831900493873,0.015720953082780643,0.913793103448276,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4475,log_fd2wmv,436.0,3.799070271388069,1.1417112885977003,0.0,3.258096538021482,3.912023005428147,4.5976324340979655,7.195187320178709,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4476,log_fdall_mv,437.0,8.651757505045866,0.7931674819233621,4.7535901911063645,8.237743803890933,8.786762208441091,9.199784858036669,10.14234696029034,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4477,log_fdbus,422.0,4.058401367381239,1.3372373594185092,0.0,3.4011973816621555,4.290459441148391,4.8959671320186215,7.774855766665518,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4478,log_fdcar,437.0,8.493521033929477,0.801705806427261,4.442651256490317,8.098338846189058,8.629271094821588,9.045347797304004,9.993876552263806,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4479,log_fdhgv,435.0,4.134929600234711,1.1319363471628012,0.6931471805599453,3.4339872044851463,4.204692619390967,4.852030263919617,7.380879035564116,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4480,log_fdhgva3,290.0,1.2470084927532457,0.9937399255103329,0.0,0.6931471805599453,1.0986122886681098,1.791759469228055,4.836281906951479,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4481,log_fdhgva5,225.0,1.3548979539491892,1.3258694675848912,0.0,0.0,1.0986122886681098,2.19722457733622,6.424869023905388,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4482,log_fdhgva6,189.0,1.4155732424201648,1.3805721639665494,0.0,0.0,1.0986122886681098,2.0794415416798357,6.343880434126331,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4483,log_fdhgvr2,431.0,3.8395648667248463,1.0698049824732958,0.6931471805599453,3.1567740231385475,3.871201010907892,4.559112541534188,6.467698726104354,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4484,log_fdhgvr3,397.0,1.9651326285869133,1.0339247010260542,0.0,1.3862943611198906,1.9459101490553128,2.7080502011022096,4.6443908991413725,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4485,log_fdhgvr4,303.0,1.6127059572812978,1.2599430197175574,0.0,0.6931471805599453,1.3862943611198906,2.4849066497880004,5.7899601708972535,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4486,log_fdlgv,437.0,6.345147038452258,0.8338885544828715,3.218875824868201,5.8971538676367405,6.489204931325317,6.951772164398911,7.957527402230773,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4487,log_fdpc,437.0,3.826555711373078,1.1810119140544288,0.0,3.1780538303479458,3.80666248977032,4.634728988229637,7.566311014772463,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4488,log_fd2wmv_ratio,436.0,-4.856242466532629,0.6914059752538435,-7.336611339880878,-5.241633040784552,-4.850368545376716,-4.426531422060752,-1.783977328786,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4489,log_fdbus_ratio,422.0,-4.650503224357424,1.102720804700157,-8.112227958349724,-5.291095618026416,-4.628357521627878,-3.973911522412752,-0.6790822510925418,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4490,log_fdcar_ratio,437.0,-0.1582364711163882,0.07052209772731652,-0.9036234266733894,-0.1750089099476681,-0.14696429748149914,-0.1239298381511036,-0.03520900148248561,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4491,log_fdhgv_ratio,435.0,-4.532192173229669,0.7179637400519516,-6.513230110912308,-4.998434419864909,-4.571920798121801,-4.108931050909376,-1.6235435657629251,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4492,log_fdhgva3_ratio,290.0,-7.645853857136736,0.9996058588878508,-10.064840802893887,-8.26873161011034,-7.692110735682951,-7.056419720071043,-4.1681406943755634,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4493,log_fdhgva5_ratio,225.0,-7.609958807089429,1.2926484335078616,-9.75004495529255,-8.628913441026645,-7.805202923054812,-6.7551866803375304,-2.5795535774216543,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4494,log_fdhgva6_ratio,189.0,-7.576257345677166,1.3499992752203998,-9.700146628518098,-8.641179171197228,-7.884388239862454,-6.8538269369565805,-2.6605421672007106,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4495,log_fdhgvr2_ratio,431.0,-4.837999063815398,0.6796688109554064,-7.135355551013287,-5.257067241136757,-4.834516681426909,-4.399645317191278,-3.0086295146628164,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4496,log_fdhgvr3_ratio,397.0,-6.7833230056966745,0.8227147967508379,-9.374837343857584,-7.343426229147368,-6.746118313381015,-6.22455842927536,-4.371444525343345,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4497,log_fdhgvr4_ratio,303.0,-7.323177453509049,1.1299630247208714,-10.064840802893887,-8.157739864794628,-7.4004678473212016,-6.615815231236807,-3.6387925780172377,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
4498,log_fdlgv_ratio,437.0,-2.3066104665936087,0.262723847792982,-3.805839105615114,-2.469158292819861,-2.284067742917355,-2.137586311016488,-1.3862943611198906,nat,nuts1,CU,1675963.0,million £,-4.2,16760.63,2009,2009,2.0,2.2,7.6,435.0,0.0,1.8999999999999995
